CE_OI,CE_CHNG_IN_OI,CE_VOLUME,CE_IV,CE_LTP,CE_CHNG,CE_BID_QTY,CE_BID_PRICE,CE_ASK_QTY,CE_ASK_PRICE,strikePrice,PE_OI,PE_CHNG_IN_OI,PE_VOLUME,PE_IV,PE_LTP,PE_CHNG,PE_BID_QTY,PE_BID_PRICE,PE_ASK_QTY,PE_ASK_PRICE,TimeStamp
132654,15866,2223609,14.17,185.15,66.2,2025,185.0,275,185.35,24900,168879,126861,2150546,13.08,74.25,-74.0,225,74.2,1025,74.35,2024-07-29 12:04:56
82369,37027,1663698,13.86,153.4,57.7,775,153.0,800,153.3,24950,70109,60131,1048361,12.84,91.8,-82.8,50,91.85,525,92.0,2024-07-29 12:04:56
302294,76730,3244477,13.59,124.3,49.8,675,124.05,175,124.3,25000,180584,143671,1431377,12.59,112.75,-91.85,325,112.75,950,112.95,2024-07-29 12:04:56
65981,23073,836683,13.3,98.1,41.1,25,98.1,1175,98.3,25050,17393,13068,196706,12.26,136.15,-100.25,300,136.75,1175,137.0,2024-07-29 12:04:56
148591,1051,1390487,12.99,75.4,33.4,750,75.2,1450,75.4,25100,23261,13576,208410,11.94,164.15,-107.85,200,164.15,800,164.5,2024-07-29 12:04:56
70589,14422,757961,12.77,56.95,26.15,2325,56.8,500,56.95,25150,7251,4172,57821,11.63,195.3,-115.05,50,195.6,200,195.8,2024-07-29 12:04:56
240628,85208,1421396,12.59,41.55,19.0,1000,41.55,150,41.65,25200,15579,10048,98361,11.4,230.65,-120.95,25,230.9,300,231.25,2024-07-29 12:04:56
76654,20421,680369,12.52,30.45,14.2,200,30.35,925,30.4,25250,3620,3378,13207,11.17,269.65,-129.35,550,269.3,50,269.7,2024-07-29 12:04:56
129478,26884,913311,12.47,21.75,10.15,3525,21.7,4575,21.8,25300,7063,6004,21206,10.34,310.0,-130.0,50,310.15,25,310.8,2024-07-29 12:04:56
59257,7792,554146,12.57,15.7,7.15,5100,15.65,4050,15.75,25350,197,107,1499,10.09,352.5,-133.1,500,353.7,25,354.6,2024-07-29 12:04:56
108783,28682,645135,12.74,11.45,4.85,5975,11.4,5425,11.5,25400,778,527,4234,9.93,398.95,-137.9,75,399.5,75,400.6,2024-07-29 12:04:56
45342,21733,315857,12.98,8.45,3.4,9650,8.4,10500,8.5,25450,217,145,1729,0.0,450.4,-132.1,75,445.8,75,447.65,2024-07-29 12:04:56
254772,46122,1090670,13.36,6.5,2.2,7675,6.45,11475,6.5,25500,3050,1369,7088,0.0,491.85,-142.8,525,493.5,75,494.95,2024-07-29 12:04:56
36908,16305,282374,13.58,4.8,1.45,12150,4.8,10875,4.85,25550,5,5,11,0.0,540.3,-1304.85,25,541.85,75,544.25,2024-07-29 12:04:56
121544,39839,521361,13.9,3.75,1.05,16100,3.7,8525,3.75,25600,319,292,572,0.0,594.7,-133.65,50,590.3,75,592.5,2024-07-29 12:04:56
28414,11082,200170,14.31,3.05,0.7,11275,3.0,10800,3.05,25650,1,0,0,0.0,0.0,0.0,1800,617.0,1800,666.8,2024-07-29 12:04:56
61790,19110,389686,14.84,2.55,0.5,45950,2.5,19075,2.55,25700,55,11,99,0.0,676.7,-152.2,50,688.9,75,691.3,2024-07-29 12:04:56
23438,11141,130642,15.38,2.25,0.4,81175,2.2,21450,2.25,25750,3,3,6,36.51,833.15,-1192.0,225,729.5,50,762.1,2024-07-29 12:04:56
68904,26882,275204,15.91,1.9,0.3,57850,1.85,31725,1.9,25800,32,27,126,0.0,789.95,-115.7,75,788.15,75,790.6,2024-07-29 12:04:56
11207,4469,49756,16.49,1.7,0.2,12275,1.65,14500,1.75,25850,0,0,0,0.0,0.0,0.0,1800,815.0,1800,865.7,2024-07-29 12:04:56
33074,5087,125791,16.96,1.45,0.15,43775,1.45,44975,1.5,25900,1,1,5,33.95,946.2,-1216.6,50,869.3,575,915.5,2024-07-29 12:04:56
10202,675,28534,17.68,1.35,0.1,5900,1.35,12425,1.4,25950,0,0,0,0.0,0.0,0.0,1800,914.45,1800,965.5,2024-07-29 12:04:56
223533,48957,493487,18.21,1.3,0.1,237375,1.25,110750,1.3,26000,926,393,871,0.0,985.55,-147.4,100,986.55,225,989.15,2024-07-29 12:04:56
12879,2319,26553,18.99,1.25,0.2,27400,1.2,26350,1.25,26050,14,12,24,0.0,1013.6,-561.4,75,1036.1,100,1050.6,2024-07-29 12:04:56
24279,10157,93390,19.25,0.95,0.0,163350,0.9,138075,0.95,26100,3,0,0,0.0,0.0,0.0,1800,1063.9,1800,1115.3,2024-07-29 12:04:56
10208,5154,40017,20.0,0.95,0.15,38700,0.9,33900,0.95,26150,0,0,0,0.0,0.0,0.0,1800,1113.75,1800,1165.25,2024-07-29 12:04:56
31466,12597,85344,20.37,0.8,0.0,82225,0.8,92125,0.85,26200,0,0,0,0.0,0.0,0.0,1800,1163.6,1800,1215.2,2024-07-29 12:04:56
9952,1078,30964,21.24,0.9,0.15,32775,0.85,19525,0.9,26250,4,1,2,46.4,1312.8,-58.5,1800,1213.5,1800,1265.2,2024-07-29 12:04:56
16032,7749,51386,21.69,0.8,0.1,88325,0.75,48375,0.8,26300,0,0,0,0.0,0.0,0.0,1800,1263.35,1800,1315.15,2024-07-29 12:04:56
33757,10461,221466,22.56,0.85,0.2,36575,0.8,50175,0.85,26350,1,0,0,0.0,0.0,0.0,1800,1313.25,1800,1365.15,2024-07-29 12:04:56
27315,-420,145657,22.8,0.7,0.15,109900,0.65,57200,0.7,26400,1,1,2,47.46,1451.05,-1182.95,1800,1363.1,1800,1415.1,2024-07-29 12:04:56
19141,12744,86121,23.68,0.75,0.15,63450,0.7,29400,0.75,26450,2,0,0,0.0,0.0,0.0,1800,1413.0,1800,1465.1,2024-07-29 12:04:56
155649,-11900,438182,23.61,0.55,0.1,470025,0.5,458675,0.55,26500,159,159,311,0.0,1479.8,-1250.15,75,1488.05,50,1495.7,2024-07-29 12:04:56
108552,-8363,275819,24.07,0.5,0.05,412900,0.45,203625,0.5,26550,3,0,6,52.28,1606.25,-357.05,1025,1453.3,1025,1625.35,2024-07-29 12:04:56
37871,0,179105,24.49,0.45,-15.1,270650,0.45,146050,0.5,26600,0,0,0,0.0,0.0,0.0,1025,1476.6,1025,1668.8,2024-07-29 12:04:56
400,0,0,0.0,0.0,0.0,250,3203.2,1025,3310.45,21750,247319,-42025,266695,55.29,0.9,-1.05,32125,0.9,58375,0.95,2024-07-29 12:06:57
31,0,0,0.0,0.0,0.0,1275,3143.0,1025,3262.4,21800,54667,-14783,69607,54.46,0.95,-0.85,7525,0.9,9475,0.95,2024-07-29 12:06:57
0,0,0,0.0,0.0,0.0,250,3105.6,1025,3212.85,21850,30690,-1855,47918,53.9,0.95,-1.05,16750,0.9,7600,0.95,2024-07-29 12:06:57
6,0,0,0.0,0.0,0.0,250,3054.75,1025,3196.6,21900,14199,-6674,28067,53.07,0.9,-1.0,2625,0.9,1950,0.95,2024-07-29 12:06:57
111,0,0,0.0,0.0,0.0,250,3003.75,1025,3110.25,21950,6513,-5370,17916,52.24,1.0,-0.95,2500,0.95,4425,1.0,2024-07-29 12:06:57
463,1,3,95.53,3062.15,162.15,225,2973.25,50,3008.6,22000,98699,-20991,94056,51.15,0.95,-0.8,4500,0.95,11725,1.0,2024-07-29 12:06:57
192,0,0,0.0,0.0,0.0,250,2901.0,1025,3010.35,22050,808,161,2622,51.07,1.0,-0.85,1425,1.0,1875,1.1,2024-07-29 12:06:57
25,0,0,0.0,0.0,0.0,250,2852.1,1025,2964.2,22100,4739,-1094,8607,50.0,1.1,-0.7,1875,1.05,2750,1.1,2024-07-29 12:06:57
1,0,0,0.0,0.0,0.0,250,2801.55,1025,2921.85,22150,3130,476,5786,48.93,1.0,-0.85,1175,0.95,1300,1.0,2024-07-29 12:06:57
5,0,0,0.0,0.0,0.0,250,2754.3,1025,2896.85,22200,3261,-736,7020,48.1,0.95,-0.85,2200,0.95,675,1.0,2024-07-29 12:06:57
0,0,0,0.0,0.0,0.0,250,2702.1,1025,2808.3,22250,859,10,2216,47.51,1.05,-0.75,375,1.05,475,1.15,2024-07-29 12:06:57
6,0,0,0.0,0.0,0.0,250,2649.75,1025,2761.95,22300,3315,-1548,4957,46.9,1.1,-0.8,725,1.05,650,1.1,2024-07-29 12:06:57
0,0,0,0.0,0.0,0.0,250,2600.65,1025,2712.1,22350,563,-141,2018,46.07,1.1,-0.85,650,1.05,650,1.15,2024-07-29 12:06:57
2,0,0,0.0,0.0,0.0,250,2553.25,1025,2682.0,22400,6193,-1312,11340,45.24,1.1,-0.8,2175,1.05,6125,1.1,2024-07-29 12:06:57
0,0,0,0.0,0.0,0.0,250,2506.8,1025,2609.4,22450,1395,139,2024,44.62,1.15,-0.85,1175,1.15,425,1.2,2024-07-29 12:06:57
710,0,0,0.0,0.0,0.0,25,2460.0,25,2550.0,22500,44684,-10114,92096,43.59,1.1,-0.85,12200,1.1,29075,1.15,2024-07-29 12:06:57
0,0,0,0.0,0.0,0.0,250,2401.3,1025,2511.8,22550,2381,179,3325,43.15,1.2,-0.8,4525,1.15,900,1.2,2024-07-29 12:06:57
5,0,1,55.53,2410.0,480.0,1025,2305.8,1025,2465.15,22600,9208,-982,23835,42.5,1.25,-0.85,4450,1.2,1200,1.25,2024-07-29 12:06:57
0,0,0,0.0,0.0,0.0,250,2304.3,1025,2412.3,22650,1299,-305,2043,41.66,1.25,-0.95,1825,1.2,575,1.3,2024-07-29 12:06:57
372,0,0,0.0,0.0,0.0,1025,2251.85,1025,2361.7,22700,9413,-548,15233,40.65,1.25,-0.95,7525,1.2,4125,1.3,2024-07-29 12:06:57
0,0,0,0.0,0.0,0.0,1025,2199.9,1025,2339.75,22750,1782,-139,3116,39.81,1.2,-1.0,3500,1.2,1650,1.25,2024-07-29 12:06:57
333,0,0,0.0,0.0,0.0,250,2156.05,1025,2294.7,22800,21733,-4271,32600,39.32,1.3,-0.95,8375,1.25,11000,1.3,2024-07-29 12:06:57
4,3,10,0.0,2077.9,341.0,50,2113.45,1025,2204.35,22850,2512,-663,9654,38.8,1.4,-0.9,3200,1.4,2375,1.45,2024-07-29 12:06:57
71,0,0,0.0,0.0,0.0,1025,2052.6,1025,2161.65,22900,11695,-2459,33235,38.1,1.35,-1.0,11925,1.35,19875,1.4,2024-07-29 12:06:57
1,0,0,0.0,0.0,0.0,1025,1925.3,1025,2144.9,22950,2584,-1422,9424,37.11,1.4,-1.05,4925,1.4,1875,1.45,2024-07-29 12:06:57
4219,-30,318,46.98,2010.0,154.45,100,1991.7,100,2002.0,23000,146057,-11001,291821,36.55,1.5,-1.1,23400,1.5,44400,1.55,2024-07-29 12:06:57
1,0,0,0.0,0.0,0.0,1025,1901.0,1025,2039.65,23050,3630,-484,10854,35.7,1.5,-1.05,4250,1.45,1900,1.5,2024-07-29 12:06:57
112,0,0,0.0,0.0,0.0,1025,1853.4,1025,1961.7,23100,31291,-3845,73602,34.98,1.55,-1.1,37250,1.5,17725,1.55,2024-07-29 12:06:57
11,0,0,0.0,0.0,0.0,1025,1803.5,1025,1911.6,23150,4918,-653,12588,34.0,1.55,-1.05,3575,1.45,3425,1.55,2024-07-29 12:06:57
601,-3,14,41.0,1807.85,154.75,25,1793.6,100,1810.4,23200,50862,10299,179965,33.28,1.6,-1.15,24000,1.55,35025,1.6,2024-07-29 12:06:57
19,0,0,0.0,0.0,0.0,250,1707.75,1025,1843.8,23250,8073,-1579,20145,32.89,1.8,-1.15,9025,1.75,3925,1.8,2024-07-29 12:06:57
426,-5,7,0.0,1610.0,32.45,100,1681.95,100,1747.0,23300,50757,2074,117571,32.14,1.8,-1.25,18425,1.8,18350,1.85,2024-07-29 12:06:57
168,-54,78,0.0,1565.0,49.55,50,1630.3,50,1687.0,23350,9204,-478,13861,31.58,1.9,-1.3,5325,1.9,1275,1.95,2024-07-29 12:06:57
1011,-65,88,47.96,1629.9,169.9,100,1577.45,25,1603.5,23400,40478,-2695,96264,30.61,1.9,-1.45,23675,1.9,25825,1.95,2024-07-29 12:06:57
24,0,0,0.0,0.0,0.0,1025,1506.7,1025,1629.0,23450,12749,142,34334,30.11,2.1,-1.35,20575,2.05,15875,2.1,2024-07-29 12:06:57
5218,-710,1205,29.47,1503.0,130.0,150,1496.9,50,1501.1,23500,153166,-13010,311078,29.23,2.05,-1.6,48050,2.05,101500,2.1,2024-07-29 12:06:57
79,0,0,0.0,0.0,0.0,1800,1427.25,1800,1481.6,23550,21811,122,46846,28.6,2.2,-1.85,9225,2.2,7900,2.25,2024-07-29 12:06:57
1851,-56,79,36.04,1413.15,142.85,150,1395.9,50,1403.75,23600,47404,-25482,193727,27.71,2.2,-1.9,43175,2.15,29475,2.2,2024-07-29 12:06:57
90,-1,7,29.75,1355.6,115.85,150,1327.7,50,1381.55,23650,14022,-4620,55682,26.97,2.35,-2.15,11425,2.3,2725,2.35,2024-07-29 12:06:57
2146,-19,99,38.82,1314.0,148.5,275,1295.9,50,1304.35,23700,66210,-28576,314420,26.43,2.45,-2.3,23975,2.4,34475,2.45,2024-07-29 12:06:57
176,1,2,0.0,1132.6,12.7,50,1241.65,100,1280.65,23750,14335,-12039,107213,25.66,2.65,-2.45,8375,2.65,7825,2.7,2024-07-29 12:06:57
3167,51,141,32.48,1205.0,133.15,100,1197.85,100,1203.15,23800,77403,3441,269278,24.99,2.8,-2.7,11800,2.8,22875,2.85,2024-07-29 12:06:57
199,-1,11,0.0,1133.2,119.1,50,1148.9,50,1160.55,23850,17209,-778,66384,24.24,3.0,-3.05,7400,3.0,4275,3.05,2024-07-29 12:06:57
1609,-100,224,28.79,1117.7,140.45,325,1096.85,100,1105.65,23900,53051,-26043,329372,23.53,3.2,-3.65,9275,3.15,25700,3.2,2024-07-29 12:06:57
550,-7,27,0.0,1035.85,123.05,100,1045.9,100,1059.85,23950,17882,1309,70459,22.84,3.55,-3.85,14550,3.5,3450,3.55,2024-07-29 12:06:57
19226,-1090,5845,28.79,1004.8,129.0,25,1000.35,25,1003.6,24000,238201,23704,718766,22.21,3.9,-4.4,1575,3.9,20600,3.95,2024-07-29 12:06:57
800,-15,75,31.68,960.45,133.5,25,943.2,50,956.4,24050,31836,4163,143961,21.54,4.2,-5.0,6200,4.2,3200,4.25,2024-07-29 12:06:57
5811,-225,962,25.0,916.5,137.9,100,899.9,50,905.4,24100,121902,24838,577730,20.87,4.65,-5.6,5925,4.65,21500,4.7,2024-07-29 12:06:57
1497,-93,552,23.82,868.8,131.6,100,848.3,100,858.25,24150,39983,-5401,231869,20.26,5.2,-6.3,6675,5.15,4975,5.2,2024-07-29 12:06:57
13015,-1769,5784,24.32,807.4,126.85,100,802.4,75,805.3,24200,184461,39133,651371,19.68,5.95,-7.45,8600,5.9,13975,5.95,2024-07-29 12:06:57
6488,-114,746,23.3,769.55,134.45,100,752.1,200,758.65,24250,43242,-5515,266793,18.93,6.45,-8.95,10250,6.45,7150,6.55,2024-07-29 12:06:57
23777,-2280,7113,21.89,714.65,128.35,150,705.5,250,708.45,24300,142077,10632,677571,18.29,7.45,-10.6,6725,7.4,2800,7.45,2024-07-29 12:06:57
16443,-838,4127,17.79,670.0,129.6,25,656.65,50,660.7,24350,60363,2809,407830,17.67,8.5,-12.65,7425,8.45,1000,8.5,2024-07-29 12:06:57
53931,-8177,21502,19.99,609.9,118.95,400,607.95,50,610.0,24400,242405,53672,885154,17.04,9.9,-15.3,3625,9.85,4175,9.9,2024-07-29 12:06:57
24356,-3087,8113,18.17,561.45,111.9,50,560.6,100,562.1,24450,93867,29603,397145,16.46,11.6,-18.2,9725,11.55,5250,11.65,2024-07-29 12:06:57
79225,-15166,96075,18.41,511.25,106.85,75,512.85,125,513.7,24500,267128,30279,972261,16.07,14.35,-21.75,6000,14.3,1425,14.35,2024-07-29 12:06:57
26835,-4872,18452,17.46,466.9,102.9,400,466.4,250,467.85,24550,70817,9373,415821,15.59,17.3,-25.75,150,17.3,2575,17.35,2024-07-29 12:06:57
56070,-18792,97595,17.07,420.0,99.35,200,420.3,125,421.0,24600,198630,18728,872202,15.2,21.5,-30.15,425,21.45,5175,21.5,2024-07-29 12:06:57
24485,-7210,40723,16.41,379.2,96.15,25,376.0,100,377.1,24650,77134,7488,477437,14.81,26.55,-35.35,100,26.5,400,26.55,2024-07-29 12:06:57
58607,-21246,197813,15.8,331.7,88.65,25,331.7,200,332.45,24700,154676,5490,921913,14.47,33.15,-40.9,675,33.1,700,33.15,2024-07-29 12:06:57
33700,-10093,124138,15.61,290.25,80.5,200,290.2,50,290.8,24750,72217,19501,520963,14.09,41.15,-47.8,1575,41.15,150,41.25,2024-07-29 12:06:57
107055,-19335,758163,14.94,250.45,74.85,25,249.75,575,250.3,24800,198943,57675,1345249,13.72,50.85,-55.45,200,50.8,975,50.9,2024-07-29 12:06:57
46899,-17752,702809,14.52,212.3,66.3,325,212.15,25,212.55,24850,74973,27315,925414,13.39,63.3,-63.15,1400,63.15,275,63.3,2024-07-29 12:06:57
130711,13923,2234296,14.17,178.05,59.1,75,177.65,475,177.95,24900,168901,126883,2161118,13.08,77.9,-70.35,300,77.75,1600,77.9,2024-07-29 12:06:57
83718,38376,1678406,13.86,146.3,50.6,275,146.3,525,146.55,24950,69767,59789,1058879,12.84,96.15,-78.45,775,96.05,550,96.15,2024-07-29 12:06:57
303402,77838,3280062,13.59,118.35,43.85,200,118.1,1225,118.3,25000,181833,144920,1451099,12.59,118.75,-85.85,100,118.45,1275,118.7,2024-07-29 12:06:57
66224,23316,847311,13.3,93.05,36.05,700,92.85,1100,93.1,25050,17685,13360,199340,12.26,143.75,-92.65,25,143.3,150,143.55,2024-07-29 12:06:57
149713,2173,1405321,12.99,71.45,29.45,25,71.3,1100,71.45,25100,23466,13781,211342,11.94,170.7,-101.3,75,170.6,25,170.75,2024-07-29 12:06:57
70662,14495,765157,12.77,53.6,22.8,800,53.45,700,53.6,25150,7433,4354,58668,11.63,202.95,-107.4,75,202.65,400,203.0,2024-07-29 12:06:57
242939,87519,1439079,12.59,39.25,16.7,625,39.15,250,39.25,25200,15595,10064,99979,11.4,240.0,-111.6,175,239.85,50,240.35,2024-07-29 12:06:57
76773,20540,689595,12.52,28.65,12.4,900,28.65,2475,28.75,25250,3846,3604,13621,11.17,280.0,-119.0,275,278.95,275,279.55,2024-07-29 12:06:57
130432,27838,923790,12.47,20.5,8.9,400,20.5,2125,20.55,25300,7128,6069,21575,10.34,320.0,-120.0,350,320.65,200,321.0,2024-07-29 12:06:57
60353,8888,560577,12.57,14.9,6.35,1600,14.85,1950,14.9,25350,203,113,1526,10.09,365.0,-120.6,25,364.7,25,365.85,2024-07-29 12:06:57
109025,28924,651521,12.74,10.95,4.35,25,10.95,1600,11.0,25400,747,496,4264,9.93,409.75,-127.1,25,409.15,100,411.7,2024-07-29 12:06:57
45743,22134,320249,12.98,8.1,3.05,8300,8.1,1975,8.15,25450,217,145,1729,0.0,450.4,-132.1,75,455.4,150,459.5,2024-07-29 12:06:57
250169,41519,1103180,13.36,6.3,2.0,15525,6.3,1250,6.35,25500,3052,1371,7253,0.0,505.0,-129.65,25,504.8,25,507.3,2024-07-29 12:06:57
37302,16699,285206,13.58,4.75,1.4,9650,4.75,9250,4.8,25550,5,5,11,0.0,540.3,-1304.85,75,553.65,75,555.55,2024-07-29 12:06:57
122587,40882,526368,13.9,3.7,1.0,13450,3.65,13800,3.7,25600,318,291,573,0.0,590.95,-137.4,100,601.2,25,605.3,2024-07-29 12:06:57
28077,10745,202555,14.31,3.0,0.65,14725,2.95,5325,3.0,25650,1,0,0,0.0,0.0,0.0,1825,623.75,1800,675.35,2024-07-29 12:06:57
62424,19744,391671,14.84,2.55,0.5,40025,2.5,16275,2.55,25700,50,6,105,0.0,696.0,-132.9,50,699.8,100,705.75,2024-07-29 12:06:57
23778,11481,131980,15.38,2.2,0.35,51225,2.2,20875,2.25,25750,3,3,6,36.51,833.15,-1192.0,250,729.5,50,762.1,2024-07-29 12:06:57
68986,26964,277715,15.91,1.95,0.35,41800,1.9,41475,1.95,25800,32,27,126,0.0,789.95,-115.7,75,798.7,250,806.15,2024-07-29 12:06:57
11433,4695,50691,16.49,1.7,0.2,7175,1.65,10150,1.7,25850,0,0,0,0.0,0.0,0.0,1825,821.8,1800,875.0,2024-07-29 12:06:57
33049,5062,126606,16.96,1.45,0.15,30575,1.45,48300,1.5,25900,1,1,5,33.95,946.2,-1216.6,75,886.25,125,911.7,2024-07-29 12:06:57
10167,640,28582,17.68,1.4,0.15,6650,1.35,14125,1.4,25950,0,0,0,0.0,0.0,0.0,1800,923.9,1800,974.85,2024-07-29 12:06:57
225803,51227,505038,18.21,1.25,0.05,270100,1.2,104425,1.25,26000,931,398,924,0.0,992.4,-140.55,100,997.95,50,1002.9,2024-07-29 12:06:57
12957,2397,26598,18.99,1.2,0.15,24775,1.2,28125,1.25,26050,14,12,24,0.0,1013.6,-561.4,50,1044.7,50,1060.9,2024-07-29 12:06:57
24746,10624,93909,19.25,0.9,-0.05,164500,0.9,131275,0.95,26100,3,0,0,0.0,0.0,0.0,1800,1073.3,1800,1124.7,2024-07-29 12:06:57
10368,5314,40048,20.0,0.95,0.15,38700,0.9,33225,0.95,26150,0,0,0,0.0,0.0,0.0,1800,1123.15,1800,1174.6,2024-07-29 12:06:57
31666,12797,85352,20.37,0.85,0.05,86525,0.8,89725,0.85,26200,0,0,0,0.0,0.0,0.0,1800,1173.05,1800,1224.55,2024-07-29 12:06:57
10015,1141,31105,21.24,0.85,0.1,32275,0.85,18725,0.9,26250,4,1,2,46.4,1312.8,-58.5,1800,1222.9,1800,1274.5,2024-07-29 12:06:57
16037,7754,51405,21.69,0.8,0.1,88325,0.75,44950,0.8,26300,0,0,0,0.0,0.0,0.0,1800,1272.8,1800,1324.55,2024-07-29 12:06:57
33901,10605,221489,22.56,0.8,0.15,36125,0.8,49250,0.85,26350,1,0,0,0.0,0.0,0.0,1800,1322.7,1800,1374.5,2024-07-29 12:06:57
27262,-473,145721,22.8,0.7,0.15,103650,0.65,77550,0.7,26400,1,1,2,47.46,1451.05,-1182.95,1800,1372.55,1800,1424.5,2024-07-29 12:06:57
19124,12727,86122,23.68,0.75,0.15,61950,0.7,29375,0.75,26450,2,0,0,0.0,0.0,0.0,1800,1422.45,1800,1474.4,2024-07-29 12:06:57
155593,-11956,438316,23.61,0.55,0.1,419175,0.5,461000,0.55,26500,159,159,311,0.0,1479.8,-1250.15,75,1499.65,100,1511.15,2024-07-29 12:06:57
108379,-8536,278250,24.07,0.5,0.05,437125,0.45,168000,0.5,26550,3,0,6,52.28,1606.25,-357.05,1025,1453.3,1025,1625.35,2024-07-29 12:06:57
37793,0,179214,24.49,0.5,-15.05,271575,0.45,153275,0.5,26600,0,0,0,0.0,0.0,0.0,1025,1476.6,1025,1668.8,2024-07-29 12:06:57
400,0,0,0.0,0.0,0.0,1025,3167.2,1025,3310.45,21750,248494,-40850,271115,55.29,0.8,-1.15,69000,0.8,16300,0.85,2024-07-29 12:08:57
31,0,0,0.0,0.0,0.0,1025,3118.05,250,3243.25,21800,55038,-14412,70248,54.46,0.85,-0.95,11225,0.85,10950,0.9,2024-07-29 12:08:57
0,0,0,0.0,0.0,0.0,250,3082.0,1025,3194.9,21850,30352,-2193,48532,53.9,0.9,-1.1,14750,0.85,2600,0.9,2024-07-29 12:08:57
6,0,0,0.0,0.0,0.0,1025,3012.8,250,3136.7,21900,14182,-6691,28580,53.07,0.9,-1.0,750,0.85,3875,0.9,2024-07-29 12:08:57
111,0,0,0.0,0.0,0.0,1025,2967.95,1025,3110.25,21950,6533,-5350,17972,52.24,0.95,-1.0,1525,0.9,4925,0.95,2024-07-29 12:08:57
463,1,3,95.53,3062.15,162.15,50,2935.95,50,2997.1,22000,98699,-20991,94396,51.15,0.95,-0.8,13525,0.9,19650,0.95,2024-07-29 12:08:57
192,0,0,0.0,0.0,0.0,250,2883.2,1025,2995.45,22050,808,161,2622,51.07,1.0,-0.85,200,1.0,575,1.05,2024-07-29 12:08:57
25,0,0,0.0,0.0,0.0,1025,2827.1,250,2939.05,22100,4702,-1131,8651,50.0,1.05,-0.75,3075,1.0,2500,1.05,2024-07-29 12:08:57
1,0,0,0.0,0.0,0.0,1025,2761.15,250,2886.55,22150,3108,454,5819,48.93,0.95,-0.9,1275,0.95,1825,1.0,2024-07-29 12:08:57
5,0,0,0.0,0.0,0.0,1025,2540.7,1025,2896.85,22200,3249,-748,7023,48.1,0.95,-0.85,925,0.9,2275,1.0,2024-07-29 12:08:57
0,0,0,0.0,0.0,0.0,1025,2677.75,250,2789.1,22250,859,10,2229,47.51,1.05,-0.75,125,1.0,400,1.1,2024-07-29 12:08:57
6,0,0,0.0,0.0,0.0,1025,2612.1,1025,2761.75,22300,3315,-1548,4964,46.9,1.05,-0.85,500,1.05,2100,1.1,2024-07-29 12:08:57
0,0,0,0.0,0.0,0.0,1025,2581.9,1025,2693.0,22350,563,-141,2018,46.07,1.1,-0.85,225,1.05,700,1.15,2024-07-29 12:08:57
2,0,0,0.0,0.0,0.0,1025,2358.15,1025,2682.0,22400,6240,-1265,11458,45.24,1.0,-0.9,1000,1.0,2425,1.05,2024-07-29 12:08:57
0,0,0,0.0,0.0,0.0,1025,2469.2,1025,2592.85,22450,1389,133,2042,44.62,1.1,-0.9,300,1.05,975,1.15,2024-07-29 12:08:57
710,0,0,0.0,0.0,0.0,1025,2419.0,250,2536.3,22500,44194,-10604,93067,43.59,1.05,-0.9,28000,1.05,15700,1.1,2024-07-29 12:08:57
0,0,0,0.0,0.0,0.0,1025,2365.3,1025,2511.7,22550,2326,124,3437,43.15,1.15,-0.85,2100,1.1,950,1.15,2024-07-29 12:08:57
5,0,1,55.53,2410.0,480.0,1025,2305.75,1025,2465.15,22600,9148,-1042,24068,42.5,1.2,-0.9,6400,1.15,1425,1.2,2024-07-29 12:08:57
0,0,0,0.0,0.0,0.0,1025,2265.55,1025,2412.2,22650,1293,-311,2054,41.66,1.2,-1.0,950,1.15,1300,1.3,2024-07-29 12:08:57
372,0,0,0.0,0.0,0.0,1025,2215.8,1025,2361.6,22700,9115,-846,15679,40.65,1.2,-1.0,2725,1.2,4875,1.25,2024-07-29 12:08:57
0,0,0,0.0,0.0,0.0,1025,2176.65,250,2286.2,22750,1829,-92,3415,39.81,1.15,-1.05,1275,1.1,2025,1.15,2024-07-29 12:08:57
333,0,0,0.0,0.0,0.0,1025,2129.15,1025,2242.4,22800,21737,-4267,33210,39.32,1.2,-1.05,5625,1.15,4525,1.25,2024-07-29 12:08:57
4,3,10,0.0,2077.9,341.0,1075,2067.7,1025,2200.05,22850,2486,-689,9778,38.8,1.4,-0.9,1925,1.35,2325,1.4,2024-07-29 12:08:57
71,0,0,0.0,0.0,0.0,1025,2033.6,1025,2142.5,22900,11714,-2440,33623,38.1,1.35,-1.0,12200,1.3,15375,1.35,2024-07-29 12:08:57
1,0,0,0.0,0.0,0.0,1025,1925.2,1025,2144.6,22950,2564,-1442,9615,37.11,1.4,-1.05,2675,1.35,1700,1.4,2024-07-29 12:08:57
4219,-30,378,46.98,1992.25,136.7,25,1984.4,75,1989.15,23000,146274,-10784,294385,36.55,1.5,-1.1,10875,1.45,41700,1.5,2024-07-29 12:08:57
1,0,0,0.0,0.0,0.0,1025,1866.75,250,1986.3,23050,3679,-435,11070,35.7,1.45,-1.1,2775,1.4,4175,1.5,2024-07-29 12:08:57
112,0,0,0.0,0.0,0.0,1025,1816.0,1025,1961.6,23100,31263,-3873,73871,34.98,1.5,-1.15,26450,1.45,27450,1.5,2024-07-29 12:08:57
11,0,0,0.0,0.0,0.0,1025,1767.15,1025,1911.5,23150,4916,-655,12645,34.0,1.5,-1.1,2350,1.4,4125,1.5,2024-07-29 12:08:57
