CE_OI,CE_CHNG_IN_OI,CE_VOLUME,CE_IV,CE_LTP,CE_CHNG,CE_BID_QTY,CE_BID_PRICE,CE_ASK_QTY,CE_ASK_PRICE,strikePrice,PE_OI,PE_CHNG_IN_OI,PE_VOLUME,PE_IV,PE_LTP,PE_CHNG,PE_BID_QTY,PE_BID_PRICE,PE_ASK_QTY,PE_ASK_PRICE,TimeStamp
5,0,0,0.0,0.0,0.0,250,2729.5,1025,2842.15,22200,3249,-748,7115,48.1,0.85,-0.95,2200,0.9,800,0.95,2024-07-29 12:10:58
0,0,0,0.0,0.0,0.0,1025,2669.6,1025,2805.2,22250,859,10,2229,47.51,1.05,-0.75,125,1.0,150,1.05,2024-07-29 12:10:58
6,0,0,0.0,0.0,0.0,1025,2612.2,1025,2761.65,22300,3315,-1548,4989,46.9,1.0,-0.9,375,1.0,1650,1.05,2024-07-29 12:10:58
0,0,0,0.0,0.0,0.0,1025,2566.75,1025,2701.9,22350,563,-141,2018,46.07,1.1,-0.85,175,1.05,475,1.1,2024-07-29 12:10:58
2,0,0,0.0,0.0,0.0,250,2530.4,1025,2641.2,22400,6240,-1265,11459,45.24,1.0,-0.9,2925,1.0,4325,1.05,2024-07-29 12:10:58
0,0,0,0.0,0.0,0.0,1025,2469.3,250,2575.9,22450,1389,133,2042,44.62,1.1,-0.9,575,1.05,975,1.15,2024-07-29 12:10:58
710,0,0,0.0,0.0,0.0,250,2430.4,1025,2549.85,22500,44194,-10604,93071,43.59,1.05,-0.9,29875,1.05,18500,1.1,2024-07-29 12:10:58
0,0,0,0.0,0.0,0.0,1025,2365.3,1025,2511.7,22550,2326,124,3473,43.15,1.15,-0.85,1625,1.1,1225,1.15,2024-07-29 12:10:58
5,0,1,55.53,2410.0,480.0,1025,2305.75,1025,2465.15,22600,9148,-1042,24070,42.5,1.2,-0.9,6550,1.15,2750,1.2,2024-07-29 12:10:58
0,0,0,0.0,0.0,0.0,250,2280.85,1025,2390.85,22650,1293,-311,2054,41.66,1.2,-1.0,1075,1.15,1325,1.25,2024-07-29 12:10:58
372,0,0,0.0,0.0,0.0,1025,2215.9,1025,2361.5,22700,9115,-846,15760,40.65,1.2,-1.0,2850,1.2,3375,1.25,2024-07-29 12:10:58
0,0,0,0.0,0.0,0.0,1025,2167.25,1025,2300.8,22750,1829,-92,3435,39.81,1.15,-1.05,1275,1.1,2475,1.15,2024-07-29 12:10:58
333,0,0,0.0,0.0,0.0,1025,2121.25,250,2224.85,22800,21737,-4267,33384,39.32,1.2,-1.05,3350,1.2,5300,1.25,2024-07-29 12:10:58
4,3,10,0.0,2077.9,341.0,1025,2071.1,1025,2197.8,22850,2486,-689,9828,38.8,1.35,-0.95,2075,1.35,2500,1.4,2024-07-29 12:10:58
71,0,0,0.0,0.0,0.0,1025,2024.0,1025,2140.95,22900,11714,-2440,33739,38.1,1.35,-1.0,10625,1.3,13300,1.35,2024-07-29 12:10:58
1,0,0,0.0,0.0,0.0,1025,1971.1,1025,2104.0,22950,2564,-1442,9617,37.11,1.35,-1.1,4075,1.35,1525,1.4,2024-07-29 12:10:58
4219,-30,439,46.98,1975.0,119.45,50,1967.5,50,1973.0,23000,146274,-10784,298197,36.55,1.45,-1.15,84975,1.4,27800,1.45,2024-07-29 12:10:58
1,0,0,0.0,0.0,0.0,250,1881.65,1025,1990.1,23050,3679,-435,11070,35.7,1.45,-1.1,3100,1.4,4175,1.5,2024-07-29 12:10:58
112,0,0,0.0,0.0,0.0,1025,1816.1,250,1924.4,23100,31263,-3873,73929,34.98,1.5,-1.15,28600,1.45,27175,1.5,2024-07-29 12:10:58
11,0,0,0.0,0.0,0.0,1025,1767.25,1025,1911.4,23150,4916,-655,12649,34.0,1.5,-1.1,2050,1.45,3650,1.5,2024-07-29 12:10:58
601,-3,14,41.0,1807.85,154.75,50,1751.15,100,1785.5,23200,47807,7244,182938,33.28,1.5,-1.25,22700,1.45,35300,1.5,2024-07-29 12:10:58
19,0,0,0.0,0.0,0.0,1025,1675.95,1025,1791.65,23250,8069,-1583,20503,32.89,1.7,-1.25,5700,1.7,6275,1.75,2024-07-29 12:10:58
426,-5,7,0.0,1610.0,32.45,50,1648.9,1025,1726.05,23300,50185,1502,121570,32.14,1.65,-1.4,23725,1.65,21600,1.7,2024-07-29 12:10:58
168,-54,78,0.0,1565.0,49.55,50,1593.75,1025,1682.8,23350,9214,-468,14120,31.58,1.8,-1.4,2450,1.8,3500,1.85,2024-07-29 12:10:58
1011,-65,88,47.96,1629.9,169.9,100,1558.15,75,1573.0,23400,40385,-2788,97612,30.61,1.8,-1.55,27925,1.8,27725,1.85,2024-07-29 12:10:58
24,0,0,0.0,0.0,0.0,250,1483.8,1025,1604.15,23450,12848,241,34948,30.11,2.0,-1.45,8550,2.0,19375,2.05,2024-07-29 12:10:58
5205,-723,1207,29.47,1485.0,112.0,150,1468.35,75,1474.2,23500,153326,-12850,319234,29.23,2.05,-1.6,262700,2.0,72675,2.05,2024-07-29 12:10:58
79,0,0,0.0,0.0,0.0,1800,1401.7,1800,1453.45,23550,21853,164,47540,28.6,2.1,-1.95,3800,2.1,6450,2.15,2024-07-29 12:10:58
1851,-56,79,36.04,1413.15,142.85,175,1369.05,50,1376.3,23600,46855,-26031,197980,27.71,2.1,-2.0,47250,2.05,43075,2.1,2024-07-29 12:10:58
90,-1,7,29.75,1355.6,115.85,50,1317.25,50,1348.8,23650,13970,-4672,55934,26.97,2.25,-2.25,8125,2.2,8600,2.3,2024-07-29 12:10:58
2146,-19,99,38.82,1314.0,148.5,100,1268.2,225,1274.0,23700,64908,-29878,320058,26.43,2.35,-2.4,19775,2.35,39025,2.4,2024-07-29 12:10:58
176,1,2,0.0,1132.6,12.7,225,1202.55,50,1252.4,23750,14230,-12144,108116,25.66,2.55,-2.55,11050,2.5,2375,2.55,2024-07-29 12:10:58
3168,52,144,32.48,1175.1,103.25,100,1170.75,75,1174.55,23800,77978,4016,273271,24.99,2.65,-2.85,8675,2.65,28625,2.7,2024-07-29 12:10:58
199,-1,13,0.0,1141.8,127.7,225,1118.25,75,1138.75,23850,17277,-710,66901,24.24,2.9,-3.15,6775,2.85,11050,2.95,2024-07-29 12:10:58
1609,-100,224,28.79,1117.7,140.45,100,1069.5,225,1074.6,23900,53021,-26073,333116,23.48,3.05,-3.8,27225,3.0,7975,3.05,2024-07-29 12:10:58
550,-7,27,0.0,1035.85,123.05,100,1011.8,100,1035.95,23950,17914,1341,72071,22.84,3.35,-4.05,6800,3.35,2325,3.4,2024-07-29 12:10:58
19194,-1122,6099,28.79,976.75,100.95,25,972.4,25,976.05,24000,237565,23068,730627,22.21,3.7,-4.6,11400,3.7,25550,3.75,2024-07-29 12:10:58
799,-16,76,31.68,921.25,94.3,100,922.15,50,926.75,24050,31751,4078,145699,21.54,4.0,-5.2,3425,4.0,5350,4.05,2024-07-29 12:10:58
5808,-228,972,25.0,876.85,98.25,200,873.6,75,877.35,24100,120772,23708,585692,20.87,4.45,-5.8,22325,4.4,1800,4.45,2024-07-29 12:10:58
1496,-94,557,23.82,839.05,101.85,25,823.25,100,829.75,24150,39817,-5567,233951,20.26,4.95,-6.55,2300,4.95,6925,5.0,2024-07-29 12:10:58
13006,-1778,5806,24.32,777.3,96.75,50,774.8,75,777.9,24200,183659,38331,658657,19.68,5.7,-7.7,5325,5.7,11450,5.75,2024-07-29 12:10:58
6488,-114,746,23.3,769.55,134.45,75,727.8,75,730.05,24250,43626,-5131,271516,18.93,6.3,-9.1,1900,6.3,4000,6.35,2024-07-29 12:10:58
23765,-2292,7204,21.89,675.6,89.3,25,677.55,50,680.2,24300,142365,10920,685624,18.29,7.25,-10.8,1225,7.25,6500,7.3,2024-07-29 12:10:58
16425,-856,4137,17.79,632.2,91.8,50,629.15,75,631.5,24350,60372,2818,414701,17.67,8.35,-12.8,8725,8.3,7700,8.4,2024-07-29 12:10:58
53900,-8208,21634,19.99,584.75,93.8,400,580.3,125,582.1,24400,241993,53260,898906,17.04,9.8,-15.4,5000,9.8,300,9.85,2024-07-29 12:10:58
24357,-3086,8225,18.17,532.65,83.1,25,532.45,25,533.95,24450,94617,30353,404627,16.46,11.65,-18.15,4650,11.7,4750,11.8,2024-07-29 12:10:58
78825,-15566,97359,18.41,485.7,81.3,200,485.8,400,487.0,24500,267796,30947,994154,16.07,14.65,-21.45,3825,14.6,25,14.65,2024-07-29 12:10:58
26766,-4941,18902,17.46,444.0,80.0,325,439.55,400,440.75,24550,70875,9431,425184,15.59,17.95,-25.1,200,17.9,2600,17.95,2024-07-29 12:10:58
56041,-18821,98992,17.07,397.5,76.85,75,393.1,125,394.25,24600,196944,17042,893502,15.2,22.65,-29.0,825,22.55,2850,22.65,2024-07-29 12:10:58
24477,-7218,41362,16.41,353.05,70.0,25,348.9,25,349.85,24650,76854,7208,488789,14.81,28.25,-33.65,925,28.25,3025,28.35,2024-07-29 12:10:58
58359,-21494,201237,15.8,306.25,63.2,225,306.75,50,307.6,24700,152877,3691,945189,14.47,35.6,-38.45,1400,35.6,1525,35.7,2024-07-29 12:10:58
33626,-10167,126775,15.61,266.7,56.95,100,265.6,300,266.2,24750,70356,17640,537275,14.09,44.55,-44.4,675,44.55,200,44.65,2024-07-29 12:10:58
106953,-19437,772870,14.94,227.35,51.75,400,227.05,250,227.6,24800,197735,56467,1381729,13.72,55.5,-50.8,75,55.5,850,55.6,2024-07-29 12:10:58
46554,-18097,713933,14.52,191.15,45.15,300,191.0,375,191.3,24850,73775,26117,947524,13.39,69.25,-57.2,825,69.25,300,69.4,2024-07-29 12:10:58
129516,12728,2280319,14.17,157.9,38.95,400,157.95,1250,158.2,24900,166749,124731,2221131,13.08,86.0,-62.25,50,86.0,250,86.05,2024-07-29 12:10:58
81593,36251,1728961,13.86,128.2,32.5,100,128.25,525,128.45,24950,68316,58338,1109852,12.84,106.65,-67.95,250,106.45,1225,106.65,2024-07-29 12:10:58
305398,79834,3395105,13.59,101.85,27.35,325,101.85,2100,102.1,25000,179376,142463,1533688,12.59,129.95,-74.65,575,129.95,275,130.2,2024-07-29 12:10:58
65883,22975,884054,13.3,79.1,22.1,375,79.0,50,79.15,25050,16907,12582,211756,12.26,157.35,-79.05,625,157.0,900,157.35,2024-07-29 12:10:58
148847,1307,1462384,12.99,59.65,17.65,1725,59.7,225,59.85,25100,22865,13180,223449,11.94,188.5,-83.5,550,187.75,475,188.1,2024-07-29 12:10:58
70793,14626,792593,12.77,44.1,13.3,525,44.2,1575,44.3,25150,6974,3895,61866,11.63,222.2,-88.15,325,222.15,475,222.6,2024-07-29 12:10:58
243955,88535,1491195,12.59,32.05,9.5,4350,31.9,50,32.0,25200,15272,9741,105309,11.4,260.95,-90.65,300,260.05,500,260.6,2024-07-29 12:10:58
76525,20292,716838,12.52,23.2,6.95,275,23.05,225,23.1,25250,3851,3609,15209,11.17,301.35,-97.65,200,301.05,200,301.6,2024-07-29 12:10:58
129290,26696,965124,12.47,16.4,4.8,3175,16.4,100,16.45,25300,7137,6078,22535,10.34,345.0,-95.0,75,343.7,75,344.4,2024-07-29 12:10:58
60502,9037,583062,12.57,11.85,3.3,4650,11.8,6750,11.9,25350,205,115,1591,10.09,382.2,-103.4,25,388.8,25,389.8,2024-07-29 12:10:58
109485,29384,677845,12.74,8.7,2.1,6150,8.7,1600,8.75,25400,736,485,4470,9.93,435.0,-101.85,50,435.3,25,437.6,2024-07-29 12:10:58
46506,22897,333555,12.98,6.6,1.55,3075,6.6,10100,6.65,25450,222,150,1753,0.0,473.25,-109.25,50,483.6,150,486.8,2024-07-29 12:10:58
249675,41025,1132963,13.36,5.2,0.9,450,5.2,11650,5.25,25500,2905,1224,7753,0.0,533.8,-100.85,75,531.45,25,533.15,2024-07-29 12:10:58
38383,17780,296584,13.58,3.95,0.6,8700,3.9,4375,3.95,25550,5,5,11,0.0,540.3,-1304.85,25,580.3,100,602.3,2024-07-29 12:10:58
123085,41380,539144,13.9,3.15,0.45,31500,3.1,11725,3.15,25600,318,291,584,0.0,613.35,-115.0,50,628.6,25,633.05,2024-07-29 12:10:58
28429,11097,210637,14.31,2.6,0.25,6475,2.6,9325,2.65,25650,1,0,0,0.0,0.0,0.0,1800,651.4,1800,701.35,2024-07-29 12:10:58
63979,21299,405554,14.84,2.3,0.25,26175,2.3,41050,2.35,25700,51,7,109,0.0,717.15,-111.75,75,727.45,100,733.8,2024-07-29 12:10:58
25527,13230,137524,15.38,2.0,0.15,16925,1.95,6350,2.0,25750,3,3,6,36.51,833.15,-1192.0,50,770.8,50,798.8,2024-07-29 12:10:58
69530,27508,285230,15.91,1.8,0.2,38300,1.8,43975,1.85,25800,32,27,128,0.0,830.4,-75.25,100,826.3,75,829.95,2024-07-29 12:10:58
12073,5335,53401,16.49,1.55,0.05,1025,1.55,11225,1.6,25850,0,0,0,0.0,0.0,0.0,1800,849.75,1800,900.5,2024-07-29 12:10:58
33047,5060,127766,16.96,1.4,0.1,68100,1.35,40350,1.4,25900,1,1,5,33.95,946.2,-1216.6,50,903.5,225,950.25,2024-07-29 12:10:58
10229,702,31259,17.68,1.35,0.1,10775,1.3,9500,1.35,25950,0,0,0,0.0,0.0,0.0,1800,949.3,1800,1000.3,2024-07-29 12:10:58
224409,49833,514343,18.21,1.3,0.1,39175,1.25,103450,1.3,26000,1014,481,973,0.0,1024.05,-108.9,100,1026.3,75,1028.5,2024-07-29 12:10:58
12953,2393,26691,18.99,1.2,0.15,32475,1.15,20975,1.2,26050,14,12,24,0.0,1013.6,-561.4,50,1070.9,75,1077.75,2024-07-29 12:10:58
25183,11061,95762,19.25,0.95,0.0,168100,0.9,122200,0.95,26100,3,0,0,0.0,0.0,0.0,1800,1098.75,1800,1150.15,2024-07-29 12:10:58
10391,5337,41627,20.0,0.9,0.1,36250,0.85,34375,0.9,26150,0,0,0,0.0,0.0,0.0,1800,1148.6,1800,1200.1,2024-07-29 12:10:58
31861,12992,85878,20.37,0.85,0.05,87525,0.8,85550,0.85,26200,0,0,0,0.0,0.0,0.0,1800,1198.45,1800,1250.05,2024-07-29 12:10:58
9896,1022,31468,21.24,0.9,0.15,29525,0.85,18050,0.9,26250,4,1,2,46.4,1312.8,-58.5,1800,1248.35,1800,1300.05,2024-07-29 12:10:58
16071,7788,53330,21.69,0.85,0.15,86700,0.8,51050,0.85,26300,0,0,0,0.0,0.0,0.0,1800,1298.25,1800,1350.05,2024-07-29 12:10:58
33905,10609,222823,22.56,0.8,0.15,48600,0.8,45650,0.85,26350,1,0,0,0.0,0.0,0.0,1800,1348.1,1800,1400.0,2024-07-29 12:10:58
27223,-512,146157,22.8,0.65,0.1,112125,0.65,74100,0.7,26400,1,1,2,47.46,1451.05,-1182.95,1800,1398.0,1800,1450.0,2024-07-29 12:10:58
19125,12728,86202,23.68,0.7,0.1,42150,0.7,28575,0.75,26450,2,0,0,0.0,0.0,0.0,1800,1447.85,1800,1499.95,2024-07-29 12:10:58
155593,-11956,439056,23.61,0.55,0.1,425500,0.5,465200,0.55,26500,159,159,311,0.0,1479.8,-1250.15,75,1527.35,575,1538.7,2024-07-29 12:10:58
107662,-9253,282554,24.07,0.5,0.05,164125,0.5,124400,0.55,26550,3,0,6,52.28,1606.25,-357.05,1025,1453.3,1025,1625.55,2024-07-29 12:10:58
37793,0,179313,24.49,0.5,-15.05,271475,0.45,153500,0.5,26600,0,0,0,0.0,0.0,0.0,1025,1477.0,1025,1768.3,2024-07-29 12:10:58
400,0,0,0.0,0.0,0.0,1025,3117.7,250,3225.85,21750,248494,-40850,276427,55.29,0.85,-1.1,63450,0.8,36050,0.85,2024-07-29 12:12:58
31,0,0,0.0,0.0,0.0,1025,3068.3,1025,3188.45,21800,55103,-14347,70714,53.6,0.85,-0.95,9500,0.8,8075,0.85,2024-07-29 12:12:58
0,0,0,0.0,0.0,0.0,1025,3018.45,1025,3138.5,21850,30233,-2312,49394,53.07,0.85,-1.15,2175,0.85,6900,0.9,2024-07-29 12:12:58
6,0,0,0.0,0.0,0.0,1025,2963.5,1025,3088.45,21900,14195,-6678,28937,52.24,0.85,-1.05,3375,0.85,7450,0.9,2024-07-29 12:12:58
111,0,0,0.0,0.0,0.0,1025,2918.35,1025,3037.25,21950,6533,-5350,17992,52.24,0.9,-1.05,1025,0.9,4525,0.95,2024-07-29 12:12:58
463,1,3,95.53,3062.15,162.15,100,2895.65,50,2935.75,22000,98699,-20991,95442,51.15,0.9,-0.85,15250,0.85,22850,0.9,2024-07-29 12:12:58
192,0,0,0.0,0.0,0.0,1025,2817.9,250,2929.95,22050,807,160,2681,51.07,0.95,-0.9,225,0.9,550,1.0,2024-07-29 12:12:58
25,0,0,0.0,0.0,0.0,1025,2768.75,250,2879.9,22100,4702,-1131,9369,50.0,0.95,-0.85,4250,0.9,1175,0.95,2024-07-29 12:12:58
1,0,0,0.0,0.0,0.0,1025,2712.95,250,2829.85,22150,3108,454,5860,48.93,0.9,-0.95,3325,0.85,2325,0.9,2024-07-29 12:12:58
5,0,0,0.0,0.0,0.0,1025,2668.8,250,2779.85,22200,3249,-748,7133,48.1,0.95,-0.85,3775,0.85,1125,0.95,2024-07-29 12:12:58
0,0,0,0.0,0.0,0.0,1025,2618.5,250,2729.8,22250,859,10,2247,47.51,0.95,-0.85,150,0.95,100,1.0,2024-07-29 12:12:58
6,0,0,0.0,0.0,0.0,1025,2563.4,250,2682.5,22300,3315,-1548,5029,46.9,1.0,-0.9,550,0.95,2175,1.05,2024-07-29 12:12:58
0,0,0,0.0,0.0,0.0,1025,2517.85,1025,2636.05,22350,564,-140,2036,45.78,1.0,-0.95,5300,1.0,325,1.1,2024-07-29 12:12:58
2,0,0,0.0,0.0,0.0,1025,2469.65,250,2579.75,22400,6240,-1265,11498,45.24,1.05,-0.85,600,0.95,1950,1.05,2024-07-29 12:12:58
0,0,0,0.0,0.0,0.0,1025,2420.15,1025,2538.3,22450,1389,133,2061,44.62,1.05,-0.95,550,1.0,600,1.1,2024-07-29 12:12:58
710,0,1,0.0,2440.0,90.0,50,2410.1,125,2474.9,22500,44194,-10604,94526,43.59,1.05,-0.9,37350,1.0,21525,1.05,2024-07-29 12:12:58
0,0,0,0.0,0.0,0.0,1025,2316.7,250,2430.25,22550,2290,88,3497,42.66,1.15,-0.85,1975,1.05,1625,1.15,2024-07-29 12:12:58
5,0,1,55.53,2410.0,480.0,50,2305.4,1025,2461.2,22600,9148,-1042,24343,42.5,1.15,-0.95,8925,1.1,1150,1.15,2024-07-29 12:12:58
0,0,0,0.0,0.0,0.0,1025,2217.25,1025,2351.8,22650,1293,-311,2072,41.66,1.15,-1.05,650,1.15,1175,1.25,2024-07-29 12:12:58
372,0,0,0.0,0.0,0.0,1025,2167.3,1025,2359.3,22700,9115,-846,15978,40.65,1.15,-1.05,2475,1.15,1950,1.2,2024-07-29 12:12:58
0,0,0,0.0,0.0,0.0,1025,2120.4,250,2229.65,22750,1829,-92,3492,39.81,1.15,-1.05,325,1.1,2150,1.15,2024-07-29 12:12:58
333,0,0,0.0,0.0,0.0,1025,2071.75,1025,2180.9,22800,21737,-4267,33427,39.32,1.2,-1.05,2775,1.15,2650,1.2,2024-07-29 12:12:58
4,3,10,0.0,2077.9,341.0,1025,2019.9,1025,2204.5,22850,2486,-689,9885,38.8,1.35,-0.95,3500,1.3,1175,1.35,2024-07-29 12:12:58
71,0,0,0.0,0.0,0.0,1025,1971.8,250,2080.55,22900,11714,-2440,33863,38.1,1.3,-1.05,5525,1.3,21275,1.35,2024-07-29 12:12:58
1,0,0,0.0,0.0,0.0,1025,1919.65,250,2028.75,22950,2571,-1435,9674,36.66,1.4,-1.05,1625,1.35,4125,1.4,2024-07-29 12:12:58
4219,-30,441,46.98,1963.2,107.65,25,1920.35,225,1929.5,23000,146274,-10784,301705,36.55,1.45,-1.15,67600,1.4,39250,1.45,2024-07-29 12:12:58
1,0,0,0.0,0.0,0.0,1025,1818.05,1025,1950.7,23050,3679,-435,11201,35.7,1.45,-1.1,4000,1.4,1300,1.45,2024-07-29 12:12:58
112,0,0,0.0,0.0,0.0,1025,1771.8,250,1879.65,23100,31263,-3873,74180,34.98,1.45,-1.2,20900,1.45,26700,1.5,2024-07-29 12:12:58
11,0,0,0.0,0.0,0.0,1025,1719.3,1025,1837.25,23150,4916,-655,12702,34.0,1.45,-1.15,525,1.45,3550,1.5,2024-07-29 12:12:58
600,-4,17,51.55,1751.0,97.9,75,1685.8,25,1733.4,23200,47807,7244,184447,33.28,1.45,-1.3,14450,1.45,21225,1.5,2024-07-29 12:12:58
19,0,0,0.0,0.0,0.0,1025,1624.65,1025,1731.95,23250,8063,-1589,20581,32.46,1.7,-1.25,8075,1.65,4975,1.7,2024-07-29 12:12:58
426,-5,7,0.0,1610.0,32.45,100,1600.1,100,1671.85,23300,50185,1502,123002,32.14,1.7,-1.35,17225,1.65,23100,1.7,2024-07-29 12:12:58
168,-54,78,0.0,1565.0,49.55,50,1551.4,1025,1682.45,23350,9199,-483,14305,31.06,1.75,-1.45,6450,1.75,2125,1.8,2024-07-29 12:12:58
1011,-65,88,47.96,1629.9,169.9,100,1508.25,25,1573.65,23400,40385,-2788,99429,30.61,1.75,-1.6,32875,1.75,23875,1.8,2024-07-29 12:12:58
24,0,0,0.0,0.0,0.0,1800,1450.65,1800,1502.4,23450,12848,241,36288,30.11,1.9,-1.55,27625,1.9,3375,1.95,2024-07-29 12:12:58
5205,-723,1207,29.47,1485.0,112.0,100,1423.7,75,1428.75,23500,151051,-15125,322975,28.81,2.0,-1.65,169225,2.0,82450,2.05,2024-07-29 12:12:58
79,0,0,0.0,0.0,0.0,1800,1350.95,1800,1402.45,23550,21860,171,48689,28.02,2.05,-2.0,6400,2.05,5800,2.1,2024-07-29 12:12:58
1851,-56,79,43.58,1413.15,142.85,250,1323.35,200,1331.15,23600,46855,-26031,200544,27.71,2.0,-2.1,44075,2.0,51075,2.05,2024-07-29 12:12:58
90,-1,7,29.75,1355.6,115.85,50,1259.7,50,1295.8,23650,13970,-4672,56501,26.97,2.15,-2.35,3700,2.15,8625,2.2,2024-07-29 12:12:58
2146,-19,99,38.82,1314.0,148.5,100,1224.05,50,1231.9,23700,64908,-29878,326524,26.43,2.3,-2.45,20825,2.3,33000,2.35,2024-07-29 12:12:58
176,1,2,0.0,1132.6,12.7,150,1160.2,50,1202.55,23750,14230,-12144,110262,25.66,2.45,-2.65,5475,2.45,11550,2.5,2024-07-29 12:12:58
3168,52,155,32.48,1132.9,61.05,25,1125.4,100,1130.35,23800,77978,4016,278830,24.99,2.6,-2.9,25,2.6,29225,2.65,2024-07-29 12:12:58
199,-1,15,29.29,1064.5,50.4,225,1068.55,25,1089.0,23850,17277,-710,68426,24.24,2.9,-3.15,7300,2.9,875,2.95,2024-07-29 12:12:58
1609,-100,225,28.79,1031.5,54.25,100,1026.05,100,1029.75,23900,52692,-26402,337093,22.96,3.1,-3.75,16600,3.05,26375,3.1,2024-07-29 12:12:58
550,-7,27,0.0,1035.85,123.05,50,968.55,100,1003.0,23950,17699,1126,73035,22.39,3.4,-4.0,4950,3.4,2100,3.45,2024-07-29 12:12:58
19214,-1102,6305,25.05,931.45,55.65,100,930.0,100,931.65,24000,235633,21136,741119,21.72,3.9,-4.4,5050,3.85,31500,3.9,2024-07-29 12:12:58
799,-16,76,0.0,921.25,94.3,225,873.2,225,885.15,24050,31751,4078,147331,21.54,4.15,-5.05,8775,4.15,275,4.2,2024-07-29 12:12:58
5808,-228,977,25.0,841.85,63.25,100,828.4,25,832.4,24100,120772,23708,595238,20.87,4.7,-5.55,19725,4.65,1900,4.7,2024-07-29 12:12:58
1496,-94,560,23.82,775.5,38.3,75,780.55,100,783.9,24150,39817,-5567,236557,20.26,5.25,-6.25,13150,5.2,6675,5.3,2024-07-29 12:12:58
13006,-1778,5886,24.32,733.85,53.3,100,730.3,75,733.5,24200,183487,38159,668301,19.17,6.1,-7.3,9825,6.1,15100,6.2,2024-07-29 12:12:58
6488,-114,748,23.3,700.3,65.2,75,683.55,50,685.9,24250,43626,-5131,276397,18.93,6.85,-8.55,1925,6.85,6775,6.9,2024-07-29 12:12:58
23765,-2292,7341,21.89,639.05,52.75,400,633.45,25,635.85,24300,142365,10920,697106,18.29,7.95,-10.1,10950,7.95,7750,8.05,2024-07-29 12:12:58
16425,-856,4167,17.79,594.15,53.75,150,584.4,75,587.75,24350,60372,2818,423550,17.67,9.4,-11.75,4475,9.35,8825,9.45,2024-07-29 12:12:58
53900,-8208,22392,19.99,542.35,51.4,400,537.3,50,539.05,24400,241993,53260,921323,17.04,11.2,-14.0,4050,11.15,4950,11.2,2024-07-29 12:12:58
24357,-3086,8413,18.17,493.6,44.05,25,489.4,75,491.45,24450,94617,30353,416776,16.46,13.55,-16.25,750,13.55,3400,13.6,2024-07-29 12:12:58
78825,-15566,100674,18.41,442.85,38.45,225,443.6,75,444.65,24500,268025,31176,1025124,15.79,17.0,-19.1,3925,17.05,4250,17.15,2024-07-29 12:12:58
26766,-4941,19336,17.46,397.05,33.05,50,398.0,75,399.2,24550,70875,9431,439132,15.59,21.05,-22.0,1175,21.1,2750,21.2,2024-07-29 12:12:58
56041,-18821,100806,17.07,355.05,34.4,50,353.0,75,353.95,24600,196944,17042,923155,15.2,26.95,-24.7,25,26.85,1800,26.9,2024-07-29 12:12:58
24477,-7218,42102,16.41,311.5,28.45,25,310.15,150,311.05,24650,77143,7497,507144,14.63,33.9,-28.0,25,33.8,500,33.85,2024-07-29 12:12:58
58359,-21494,205031,15.8,269.0,25.95,125,269.35,250,269.9,24700,152877,3691,973794,14.47,42.6,-31.45,1350,42.6,75,42.7,2024-07-29 12:12:58
33626,-10167,130225,15.61,231.25,21.5,100,230.4,375,230.9,24750,70356,17640,560756,14.09,53.7,-35.25,300,53.7,1275,53.85,2024-07-29 12:12:58
106953,-19437,788333,14.94,193.9,18.3,425,193.4,200,193.8,24800,197735,56467,1432940,13.72,66.7,-39.6,425,66.7,225,66.85,2024-07-29 12:12:58
46691,-17960,727423,14.02,159.5,13.5,325,159.6,25,159.9,24850,72814,25156,981898,13.36,83.55,-42.9,200,83.25,25,83.4,2024-07-29 12:12:58
129516,12728,2331164,14.17,129.7,10.75,275,129.55,175,129.8,24900,166749,124731,2301358,13.08,103.35,-44.9,325,103.35,225,103.55,2024-07-29 12:12:58
81593,36251,1780739,13.86,103.55,7.85,250,103.5,25,103.65,24950,68316,58338,1172477,12.84,127.05,-47.55,1025,127.1,425,127.4,2024-07-29 12:12:58
305398,79834,3507465,13.59,81.0,6.5,475,80.8,725,81.0,25000,179376,142463,1625272,12.59,153.6,-51.0,675,153.7,1000,154.05,2024-07-29 12:12:58
65406,22498,915813,13.04,61.55,4.55,125,61.55,200,61.7,25050,16907,12582,225234,12.26,184.85,-51.55,375,184.4,375,184.75,2024-07-29 12:12:58
150673,3133,1519213,12.83,45.3,3.3,275,45.35,1675,45.5,25100,22865,13180,236111,11.94,219.0,-53.0,25,218.95,225,219.25,2024-07-29 12:12:58
70793,14626,820127,12.77,33.2,2.4,900,33.05,2625,33.2,25150,6974,3895,65501,11.63,256.25,-54.1,300,256.65,75,257.15,2024-07-29 12:12:58
241933,86513,1543624,12.51,23.7,1.15,900,23.65,2275,23.75,25200,15272,9741,111279,11.4,297.4,-54.2,25,296.25,50,296.9,2024-07-29 12:12:58
76525,20292,740555,12.52,17.15,0.9,7225,17.1,1400,17.2,25250,3851,3609,16171,11.17,340.4,-58.6,25,339.7,50,340.45,2024-07-29 12:12:58
129290,26696,1002789,12.47,12.35,0.75,6825,12.35,3200,12.45,25300,7137,6078,23428,10.34,384.35,-55.65,300,384.4,50,386.0,2024-07-29 12:12:58
